ime,vrsta
Razgledna ploščad pri Ančnikovem gradišču,vrh
Razgledna ploščad pri Ančnikovem gradišču,vrh
Anski vrh (nad Pamečami),vrh
Anski vrh (nad Pamečami),cerkev
Anski vrh (nad Pamečami),vrh
Anski vrh (nad Pamečami),cerkev
Ančnikovo gradišče,koča
Ančnikovo gradišče,koča
Sveti Lenart (Koritno),cerkev
Sveti Lenart (Koritno),cerkev
Šetorov mlin,cerkev
Šetorov mlin,cerkev
Trije križi na Konjiški gori,sedlo
Trije križi na Konjiški gori,sedlo
Pečke,vrh
Pečke,koča
Pečke,vrh
Pečke,koča
Sveta Magdalena (Brda),cerkev
Sveta Magdalena (Brda),cerkev
Ribnica na Pohorju,koča
Ribnica na Pohorju,cerkev
Ribnica na Pohorju,koča
Ribnica na Pohorju,cerkev
Lobnikov vrh,vrh
Lobnikov vrh,vrh
Koglerjev vrh,vrh
Koglerjev vrh,vrh
Sveti Križ (Planica),cerkev
Sveti Križ (Planica),cerkev
Sveti Miklavž (Koritno),cerkev
Sveti Miklavž (Koritno),cerkev
Žusem,vrh
Žusem,bivak
Žusem,cerkev
Žusem,vrh
Žusem,bivak
Žusem,cerkev
Lovski dom - LD Fram,koča
Lovski dom - LD Fram,koča
Sveti Primož (Sveti Primož na Pohorju),vrh
Sveti Primož (Sveti Primož na Pohorju),cerkev
Sveti Primož (Sveti Primož na Pohorju),vrh
Sveti Primož (Sveti Primož na Pohorju),cerkev
Sveti Janez Krstnik (Šentjanž nad Dravčami),vrh
Sveti Janez Krstnik (Šentjanž nad Dravčami),cerkev
Sveti Janez Krstnik (Šentjanž nad Dravčami),vrh
Sveti Janez Krstnik (Šentjanž nad Dravčami),cerkev
Sv. Peter in Pavel (Veliko Tinje),cerkev
Sv. Peter in Pavel (Veliko Tinje),cerkev
Potnikova smreka,cerkev
Potnikova smreka,cerkev
Jelovice,vrh
Jelovice,vrh
Globokarjev vrh,vrh
Globokarjev vrh,vrh
Brinjeva gora (nad Zrečami),vrh
Brinjeva gora (nad Zrečami),cerkev
Brinjeva gora (nad Zrečami),vrh
Brinjeva gora (nad Zrečami),cerkev
Golika,vrh
Golika,cerkev
Golika,vrh
Golika,cerkev
Sveti Mohor (Lačna Gora),vrh
Sveti Mohor (Lačna Gora),cerkev
Sveti Mohor (Lačna Gora),vrh
Sveti Mohor (Lačna Gora),cerkev
Hožičev vrh,vrh
Hožičev vrh,vrh
Slap Šum (Bistriški vintgar),slap
Slap Šum (Bistriški vintgar),slap
Kerješetov vrh,vrh
Kerješetov vrh,vrh
Sveti Martin (Zlakova),vrh
Sveti Martin (Zlakova),cerkev
Sveti Martin (Zlakova),vrh
Sveti Martin (Zlakova),cerkev
Lorbekov vrh,vrh
Lorbekov vrh,vrh
Rudnica (nad Podčetrtkom),vrh
Rudnica (nad Podčetrtkom),koča
Rudnica (nad Podčetrtkom),jezero
Rudnica (nad Podčetrtkom),bivak
Rudnica (nad Podčetrtkom),planina
Rudnica (nad Podčetrtkom),cerkev
Rudnica (nad Podčetrtkom),vrh
Rudnica (nad Podčetrtkom),koča
Rudnica (nad Podčetrtkom),jezero
Rudnica (nad Podčetrtkom),bivak
Rudnica (nad Podčetrtkom),planina
Rudnica (nad Podčetrtkom),cerkev
Sveti Bolfenk (Jelovice),vrh
Sveti Bolfenk (Jelovice),cerkev
Sveti Bolfenk (Jelovice),vrh
Sveti Bolfenk (Jelovice),cerkev
Skala (nad Dravogradom),cerkev
Skala (nad Dravogradom),cerkev
Gradišče (nad Slovenj Gradcem),vrh
Gradišče (nad Slovenj Gradcem),vrh
Sveti Avguštin,vrh
Sveti Avguštin,cerkev
Sveti Avguštin,vrh
Sveti Avguštin,cerkev
Kluže,vrh
Kluže,vrh
Izletniška kmetija Ančka,koča
Izletniška kmetija Ančka,koča
Sv. Ana nad Makolami,cerkev
Sv. Ana nad Makolami,cerkev
Janški vrh,vrh
Janški vrh,cerkev
Janški vrh,vrh
Janški vrh,cerkev
Sv. Marjeta (Ritoznoj),cerkev
Sv. Marjeta (Ritoznoj),cerkev
Cerkev Device Marije na Kamnu,vrh
Cerkev Device Marije na Kamnu,cerkev
Cerkev Device Marije na Kamnu,vrh
Cerkev Device Marije na Kamnu,cerkev
Vodni izvir Zlati studenec,cerkev
Vodni izvir Zlati studenec,cerkev
Sveta Magdalena (Velika Varnica),cerkev
Sveta Magdalena (Velika Varnica),cerkev
Ptujska Gora,vrh
Ptujska Gora,koča
Ptujska Gora,cerkev
Ptujska Gora,vrh
Ptujska Gora,koča
Ptujska Gora,cerkev
Kapela sv. Ane v Puščavi,vrh
Kapela sv. Ane v Puščavi,cerkev
Kapela sv. Ane v Puščavi,vrh
Kapela sv. Ane v Puščavi,cerkev
Izvir Toplega (Studeniškega) potoka,slap
Izvir Toplega (Studeniškega) potoka,slap
Sveta Lucija nad Studenicami,cerkev
Sveta Lucija nad Studenicami,cerkev
Tošč,vrh
Tošč,vrh
Pasja ravan,vrh
Pasja ravan,vrh
Goli vrh,vrh
Goli vrh,vrh
Sivka,vrh
Sivka,vrh
Mlaka,vrh
Mlaka,vrh
Javorč,vrh
Javorč,koča
Javorč,vrh
Javorč,koča
Polhograjska Grmada,vrh
Polhograjska Grmada,vrh
Gontarska planina,vrh
Gontarska planina,vrh
Lavrovec,vrh
Lavrovec,vrh
Sveti Lenart,vrh
Sveti Lenart,cerkev
Sveti Lenart,vrh
Sveti Lenart,cerkev
Sveti Ožbolt (nad Zmincem),vrh
Sveti Ožbolt (nad Zmincem),cerkev
Sveti Ožbolt (nad Zmincem),vrh
Sveti Ožbolt (nad Zmincem),cerkev
Osolnik,vrh
Osolnik,cerkev
Osolnik,vrh
Osolnik,cerkev
Mala Grmada,vrh
Mala Grmada,vrh
Bukov vrh,vrh
Bukov vrh,cerkev
Bukov vrh,vrh
Bukov vrh,cerkev
Polhograjska Gora (Sveti Lovrenc),vrh
Polhograjska Gora (Sveti Lovrenc),cerkev
Polhograjska Gora (Sveti Lovrenc),vrh
Polhograjska Gora (Sveti Lovrenc),cerkev
Veliki hrib,vrh
Veliki hrib,vrh
Goljek,vrh
Goljek,vrh
Sveti Jakob,vrh
Sveti Jakob,cerkev
Sveti Jakob,vrh
Sveti Jakob,cerkev
Marinčeva planina (Hrib),vrh
Marinčeva planina (Hrib),vrh
Sveti Andrej (Planina nad Horjulom),vrh
Sveti Andrej (Planina nad Horjulom),cerkev
Sveti Andrej (Planina nad Horjulom),vrh
Sveti Andrej (Planina nad Horjulom),cerkev
Rog,vrh
Rog,vrh
Kožljek,vrh
Kožljek,vrh
Brunarica Osovnik,koča
Brunarica Osovnik,koča
Jeterbenk,vrh
Jeterbenk,vrh
Stražni stolp pod vrhom Kovčka,vrh
Stražni stolp pod vrhom Kovčka,vrh
Sveta Jedert,cerkev
Sveta Jedert,cerkev
Sveta Katarina (Topol),cerkev
Sveta Katarina (Topol),cerkev
Dom na Govejku,koča
Dom na Govejku,koča
Koreno,vrh
Koreno,cerkev
Koreno,vrh
Koreno,cerkev
Jermanca (Jermancov grič),vrh
Jermanca (Jermancov grič),vrh
Hom,vrh
Hom,vrh
Mali vrh,vrh
Mali vrh,vrh
Kucelj nad Polhovim Gradcem,vrh
Kucelj nad Polhovim Gradcem,vrh
Sveta Uršula (Setnica),cerkev
Sveta Uršula (Setnica),cerkev
Kregovnik,vrh
Kregovnik,vrh
Sveta Ana (Butajnova),cerkev
Sveta Ana (Butajnova),cerkev
Sveti Florijan (Tehovec),vrh
Sveti Florijan (Tehovec),cerkev
Sveti Florijan (Tehovec),vrh
Sveti Florijan (Tehovec),cerkev
Grmada,vrh
Grmada,vrh
Dominov dom,koča
Dominov dom,koča
Šmarna gora,vrh
Šmarna gora,koča
Šmarna gora,cerkev
Šmarna gora,vrh
Šmarna gora,koča
Šmarna gora,cerkev
Kugelč (Šentjošt nad Horjulom),vrh
Kugelč (Šentjošt nad Horjulom),planina
Kugelč (Šentjošt nad Horjulom),cerkev
Kugelč (Šentjošt nad Horjulom),vrh
Kugelč (Šentjošt nad Horjulom),planina
Kugelč (Šentjošt nad Horjulom),cerkev
Sveti Mihael na Samotorici,cerkev
Sveti Mihael na Samotorici,cerkev
Domačija Pr Lenart (Belo),koča
Domačija Pr Lenart (Belo),koča
Breznik (Boben),vrh
Breznik (Boben),vrh
Rašica (Vrh Staneta Kosca),vrh
Rašica (Vrh Staneta Kosca),koča
Rašica (Vrh Staneta Kosca),vrh
Rašica (Vrh Staneta Kosca),koča
Sveta Barbara (nad Hrastnico),cerkev
Sveta Barbara (nad Hrastnico),cerkev
Ključ,vrh
Ključ,vrh
Sveti Andrej (nad Zmincem),vrh
Sveti Andrej (nad Zmincem),koča
Sveti Andrej (nad Zmincem),cerkev
Sveti Andrej (nad Zmincem),vrh
Sveti Andrej (nad Zmincem),koča
Sveti Andrej (nad Zmincem),cerkev
Vrhe nad Dobrovo,vrh
Vrhe nad Dobrovo,vrh
Visoki hrib,vrh
Visoki hrib,vrh
Toško Čelo,vrh
Toško Čelo,koča
Toško Čelo,vrh
Toško Čelo,koča
Sveti Urban (nad Gorenjo Dobravo),vrh
Sveti Urban (nad Gorenjo Dobravo),cerkev
Sveti Urban (nad Gorenjo Dobravo),vrh
Sveti Urban (nad Gorenjo Dobravo),cerkev
Veliki vrh (Rašica),vrh
Veliki vrh (Rašica),vrh
Sveti Martin nad Brišami,cerkev
Sveti Martin nad Brišami,cerkev
Sveti Jurij (Praproče),cerkev
Sveti Jurij (Praproče),cerkev
Partizanski dom na Ključu,koča
Partizanski dom na Ključu,koča
Gradišče nad Žažarjem,vrh
Gradišče nad Žažarjem,vrh
Vrh (Debeli hrib),vrh
Vrh (Debeli hrib),vrh
Gradišče (nad Dobrovo),vrh
Gradišče (nad Dobrovo),vrh
Planinski dom na Ravneku,koča
Planinski dom na Ravneku,koča
Smledniški hrib (Stari grad),vrh
Smledniški hrib (Stari grad),koča
Smledniški hrib (Stari grad),vrh
Smledniški hrib (Stari grad),koča
Vrhovčev grič,vrh
Vrhovčev grič,vrh
Sveta Marjeta pod Jeterbenkom,cerkev
Sveta Marjeta pod Jeterbenkom,cerkev
Bezenica,vrh
Bezenica,vrh
Strmca,vrh
Strmca,vrh
Koseški hrib,vrh
Koseški hrib,vrh
Kalvarija,vrh
Kalvarija,vrh
Gradišče (Zapoški hrib),vrh
Gradišče (Zapoški hrib),vrh
Strmec (nad Dragomerom),vrh
Strmec (nad Dragomerom),vrh
Debeli vrh (nad Topolami),vrh
Debeli vrh (nad Topolami),vrh
Klobuk pri Ljubljani,vrh
Klobuk pri Ljubljani,vrh
Stražni vrh,vrh
Stražni vrh,vrh
Koča Klobuk,koča
Koča Klobuk,koča
Mengeška koča na Gobavici,vrh
Mengeška koča na Gobavici,koča
Mengeška koča na Gobavici,vrh
Mengeška koča na Gobavici,koča
Šišenski hrib (Rožnik),vrh
Šišenski hrib (Rožnik),vrh
Sveti Urh (nad Zaklancem),vrh
Sveti Urh (nad Zaklancem),cerkev
Sveti Urh (nad Zaklancem),vrh
Sveti Urh (nad Zaklancem),cerkev
Sveti Tilen nad Repnjami,cerkev
Sveti Tilen nad Repnjami,cerkev
Sveti Jurij (Hruševo),vrh
Sveti Jurij (Hruševo),cerkev
Sveti Jurij (Hruševo),vrh
Sveti Jurij (Hruševo),cerkev
Severjev grič,vrh
Severjev grič,vrh
Ferjanka,vrh
Ferjanka,koča
Ferjanka,vrh
Ferjanka,koča
Slavkov dom na Golem brdu,koča
Slavkov dom na Golem brdu,koča
Straža,vrh
Straža,vrh
Cankarjev vrh (Rožnik),vrh
Cankarjev vrh (Rožnik),koča
Cankarjev vrh (Rožnik),cerkev
Cankarjev vrh (Rožnik),vrh
Cankarjev vrh (Rožnik),koča
Cankarjev vrh (Rožnik),cerkev
Sveti križ na Hribcu,cerkev
Sveti križ na Hribcu,cerkev
Blagajev grad (Polhograjska graščina),cerkev
Blagajev grad (Polhograjska graščina),cerkev
Ljubljanski grad,vrh
Ljubljanski grad,koča
Ljubljanski grad,vrh
Ljubljanski grad,koča
Liparjev grič,vrh
Liparjev grič,vrh
Tabor (nad Črnučami),vrh
Tabor (nad Črnučami),vrh
Mlinčki,vrh
Mlinčki,vrh
Mostec,koča
Mostec,koča
Grad Jablje,koča
Grad Jablje,koča
Koseški bajer,jezero
Koseški bajer,jezero
Kum,vrh
Kum,koča
Kum,cerkev
Kum,vrh
Kum,koča
Kum,cerkev
Črni vrh (Čemšeniška planina),vrh
Črni vrh (Čemšeniška planina),vrh
Trdinov vrh,vrh
Trdinov vrh,cerkev
Trdinov vrh,vrh
Trdinov vrh,cerkev
Javor,vrh
Javor,vrh
Mrzlica,vrh
Mrzlica,koča
Mrzlica,vrh
Mrzlica,koča
Koča na Čemšeniški planini,koča
Koča na Čemšeniški planini,koča
Veliki Rog,vrh
Veliki Rog,vrh
Gozdnik,vrh
Gozdnik,bivak
Gozdnik,vrh
Gozdnik,bivak
Ledenik,vrh
Ledenik,vrh
Sveta Marija (Ključevica),vrh
Sveta Marija (Ključevica),cerkev
Sveta Marija (Ključevica),vrh
Sveta Marija (Ključevica),cerkev
Mirna gora,vrh
Mirna gora,vrh
Slovenski vrh,vrh
Slovenski vrh,vrh
Mestni vrh,vrh
Mestni vrh,vrh
Veliki Javornik (Bohor),vrh
Veliki Javornik (Bohor),vrh
Sveta planina (Partizanski vrh),vrh
Sveta planina (Partizanski vrh),koča
Sveta planina (Partizanski vrh),cerkev
Sveta planina (Partizanski vrh),vrh
Sveta planina (Partizanski vrh),koča
Sveta planina (Partizanski vrh),cerkev
Požgani hrib,vrh
Požgani hrib,vrh
Dom na Mirni gori,koča
Dom na Mirni gori,koča
Livoldski vrh,vrh
Livoldski vrh,vrh
Veliko Kozje,vrh
Veliko Kozje,vrh
Kal,vrh
Kal,vrh
Koprivnik (Bohor),vrh
Koprivnik (Bohor),vrh
Grad Fridrihštajn,vrh
Grad Fridrihštajn,vrh
Stene svete Ane,vrh
Stene svete Ane,vrh
Dom pri Miklavžu,vrh
Dom pri Miklavžu,koča
Dom pri Miklavžu,cerkev
Dom pri Miklavžu,vrh
Dom pri Miklavžu,koča
Dom pri Miklavžu,cerkev
Nebeška gora,vrh
Nebeška gora,vrh
Špilk,vrh
Špilk,bivak
Špilk,vrh
Špilk,bivak
Gače,vrh
Gače,vrh
Skalica (Bohor),vrh
Skalica (Bohor),vrh
Lisca,vrh
Lisca,koča
Lisca,vrh
Lisca,koča
Planinski rudarski dom na Kalu,koča
Planinski rudarski dom na Kalu,koča
Malič,vrh
Malič,vrh
Roviškovec,vrh
Roviškovec,vrh
Reška planina,vrh
Reška planina,vrh
Debeli vrh (Bohor),vrh
Debeli vrh (Bohor),vrh
Plešivec (Bohor),vrh
Plešivec (Bohor),vrh
Petrova skala na Bohorju,vrh
Petrova skala na Bohorju,vrh
Adijev bivak na Reški planini,bivak
Adijev bivak na Reški planini,bivak
Koča pri Sveti Ani na Mali gori,koča
Koča pri Sveti Ani na Mali gori,cerkev
Koča pri Sveti Ani na Mali gori,koča
Koča pri Sveti Ani na Mali gori,cerkev
Kopitnik,vrh
Kopitnik,vrh
Krvavica,vrh
Krvavica,vrh
Planinski dom Vrhe,koča
Planinski dom Vrhe,sedlo
Planinski dom Vrhe,cerkev
Planinski dom Vrhe,koča
Planinski dom Vrhe,sedlo
Planinski dom Vrhe,cerkev
Koča na Bohorju,koča
Koča na Bohorju,koča
Grmada (Bohor),vrh
Grmada (Bohor),vrh
Klobuk,vrh
Klobuk,vrh
Sveti Peter,vrh
Sveti Peter,vrh
Grmada na Mali gori,vrh
Grmada na Mali gori,koča
Grmada na Mali gori,vrh
Grmada na Mali gori,koča
Naravno bohorsko okno,koča
Naravno bohorsko okno,koča
Slivna (Pivkelj),vrh
Slivna (Pivkelj),vrh
Reber,vrh
Reber,vrh
Pleše,vrh
Pleše,vrh
Koča na Kopitniku,koča
Koča na Kopitniku,koča
Kamnik,vrh
Kamnik,bivak
Kamnik,vrh
Kamnik,bivak
Oslica (Bohor),vrh
Oslica (Bohor),vrh
Ostrež,vrh
Ostrež,cerkev
Ostrež,vrh
Ostrež,cerkev
Ostri vrh,vrh
Ostri vrh,vrh
Zasavska Sveta gora,vrh
Zasavska Sveta gora,cerkev
Zasavska Sveta gora,vrh
Zasavska Sveta gora,cerkev
Koča pri Jelenovem studencu,koča
Koča pri Jelenovem studencu,koča
Lipovec,vrh
Lipovec,vrh
Lovski dom Bohor,koča
Lovski dom Bohor,koča
Sv. Primož in Felicijan (Razbor pri Čemšeniku),cerkev
Sv. Primož in Felicijan (Razbor pri Čemšeniku),cerkev
Ledena jama na Stojni,cerkev
Ledena jama na Stojni,cerkev
Cicelj,vrh
Cicelj,vrh
Tolsti vrh nad Celjsko kočo,vrh
Tolsti vrh nad Celjsko kočo,vrh
Golava,vrh
Golava,bivak
Golava,vrh
Golava,bivak
Lovski vrh,vrh
Lovski vrh,vrh
Dom na Zgornji Slivni,koča
Dom na Zgornji Slivni,cerkev
Dom na Zgornji Slivni,koča
Dom na Zgornji Slivni,cerkev
Planinski dom na Zasavski Sveti gori,koča
Planinski dom na Zasavski Sveti gori,koča
Planinski dom pri Gospodični,koča
Planinski dom pri Gospodični,koča
Sedlata gorica (Pogorelec),vrh
Sedlata gorica (Pogorelec),vrh
Govško brdo,vrh
Govško brdo,vrh
Brest (Bohor),vrh
Brest (Bohor),vrh
Veliki vrh nad Svetino,vrh
Veliki vrh nad Svetino,vrh
Janče,vrh
Janče,koča
Janče,cerkev
Janče,vrh
Janče,koča
Janče,cerkev
Pašnik Lipovec,planina
Pašnik Lipovec,sedlo
Pašnik Lipovec,planina
Pašnik Lipovec,sedlo
Baba,vrh
Baba,vrh
Dom na Šmohorju,vrh
Dom na Šmohorju,koča
Dom na Šmohorju,cerkev
Dom na Šmohorju,vrh
Dom na Šmohorju,koča
Dom na Šmohorju,cerkev
Kamen vrh,vrh
Kamen vrh,koča
Kamen vrh,vrh
Kamen vrh,koča
Vrhe (pri Gorah),vrh
Vrhe (pri Gorah),vrh
Vrunčev dom na Svetini,koča
Vrunčev dom na Svetini,koča
Tolsto,vrh
Tolsto,vrh
Obolno,vrh
Obolno,vrh
Limbarska gora,vrh
Limbarska gora,koča
Limbarska gora,cerkev
Limbarska gora,vrh
Limbarska gora,koča
Limbarska gora,cerkev
Almin dom na Svetini,koča
Almin dom na Svetini,cerkev
Almin dom na Svetini,koča
Almin dom na Svetini,cerkev
Kotečnik,vrh
Kotečnik,vrh
Jasovnik,vrh
Jasovnik,vrh
Dom v Gorah,vrh
Dom v Gorah,koča
Dom v Gorah,cerkev
Dom v Gorah,vrh
Dom v Gorah,koča
Dom v Gorah,cerkev
Vrtače,vrh
Vrtače,vrh
Babni vrh,vrh
Babni vrh,vrh
Kucelj,vrh
Kucelj,vrh
Sveti Ahac,vrh
Sveti Ahac,cerkev
Sveti Ahac,vrh
Sveti Ahac,cerkev
Sveti Ilija (Planina),cerkev
Sveti Ilija (Planina),cerkev
Murovica,vrh
Murovica,vrh
Zajčeva koča,koča
Zajčeva koča,koča
Kozice,vrh
Kozice,vrh
Sveti Miklavž nad Savo,vrh
Sveti Miklavž nad Savo,cerkev
Sveti Miklavž nad Savo,vrh
Sveti Miklavž nad Savo,cerkev
Žamboh,vrh
Žamboh,cerkev
Žamboh,vrh
Žamboh,cerkev
Tolsta gora,vrh
Tolsta gora,vrh
Ciganov vrh (Korinjski hrib),vrh
Ciganov vrh (Korinjski hrib),vrh
Sveti Križ (nad Planino pri Sevnici),vrh
Sveti Križ (nad Planino pri Sevnici),cerkev
Sveti Križ (nad Planino pri Sevnici),vrh
Sveti Križ (nad Planino pri Sevnici),cerkev
Markova glava (razgledna stena),vrh
Markova glava (razgledna stena),vrh
Kmečki turizem Obolno,koča
Kmečki turizem Obolno,koča
Sveti Lovrenc nad vasjo Okroglice,vrh
Sveti Lovrenc nad vasjo Okroglice,cerkev
Sveti Lovrenc nad vasjo Okroglice,vrh
Sveti Lovrenc nad vasjo Okroglice,cerkev
Grmada nad Celjem,vrh
Grmada nad Celjem,vrh
Pokojni vrh (Bohor),vrh
Pokojni vrh (Bohor),vrh
Gradišče,vrh
Gradišče,vrh
Plezališče in ferata Renke,vrh
Plezališče in ferata Renke,vrh
Srebotnik,vrh
Srebotnik,vrh
Sveti Florjan (Zgornja Gora),cerkev
Sveti Florjan (Zgornja Gora),cerkev
Gorišca,vrh
Gorišca,vrh
Tabor,vrh
Tabor,vrh
Pristava nad Stično,vrh
Pristava nad Stično,vrh
Bavč,vrh
Bavč,vrh
Golčaj,vrh
Golčaj,cerkev
Golčaj,vrh
Golčaj,cerkev
Limberk,vrh
Limberk,vrh
Veliki Špiček,vrh
Veliki Špiček,vrh
Resevna,vrh
Resevna,koča
Resevna,vrh
Resevna,koča
Sveti Križ (Slemšek),koča
Sveti Križ (Slemšek),cerkev
Sveti Križ (Slemšek),koča
Sveti Križ (Slemšek),cerkev
Vrh (Šticna),vrh
Vrh (Šticna),vrh
Stari grad (grad Čušperk),vrh
Stari grad (grad Čušperk),vrh
Dom pod Reško planino,koča
Dom pod Reško planino,cerkev
Dom pod Reško planino,koča
Dom pod Reško planino,cerkev
Visoka špica,vrh
Visoka špica,vrh
Sveta Marjeta (Prežganje),vrh
Sveta Marjeta (Prežganje),koča
Sveta Marjeta (Prežganje),cerkev
Sveta Marjeta (Prežganje),vrh
Sveta Marjeta (Prežganje),koča
Sveta Marjeta (Prežganje),cerkev
Dom Ušte - Žerenk,koča
Dom Ušte - Žerenk,koča
Celjska koča,koča
Celjska koča,koča
Raskože (Bohor),vrh
Raskože (Bohor),vrh
Stražnik,vrh
Stražnik,vrh
Vrhija,vrh
Vrhija,vrh
GEOSS,koča
GEOSS,koča
Zabreznik (Sv. Miklavž),vrh
Zabreznik (Sv. Miklavž),cerkev
Zabreznik (Sv. Miklavž),vrh
Zabreznik (Sv. Miklavž),cerkev
Sveti Lambert,vrh
Sveti Lambert,cerkev
Sveti Lambert,vrh
Sveti Lambert,cerkev
Pastirska kapelica,cerkev
Pastirska kapelica,cerkev
Sveti Duh (Polževo),vrh
Sveti Duh (Polževo),cerkev
Sveti Duh (Polževo),vrh
Sveti Duh (Polževo),cerkev
Veliki Bojanski vrh,vrh
Veliki Bojanski vrh,vrh
Žagarski vrh,vrh
Žagarski vrh,koča
Žagarski vrh,vrh
Žagarski vrh,koča
Kalanov hrib (Kalanček),vrh
Kalanov hrib (Kalanček),vrh
Pečovniška koča na Grmadi,koča
Pečovniška koča na Grmadi,koča
Pugled,vrh
Pugled,vrh
Bajturn (Zaplaški hrib),vrh
Bajturn (Zaplaški hrib),vrh
Lomnik,vrh
Lomnik,vrh
Veliki Slomnik,vrh
Veliki Slomnik,vrh
Dragov dom na Homu,vrh
Dragov dom na Homu,koča
Dragov dom na Homu,cerkev
Dragov dom na Homu,vrh
Dragov dom na Homu,koča
Dragov dom na Homu,cerkev
Gradišče nad Ilovo Goro,vrh
Gradišče nad Ilovo Goro,cerkev
Gradišče nad Ilovo Goro,vrh
Gradišče nad Ilovo Goro,cerkev
Mali Bojanski vrh,vrh
Mali Bojanski vrh,vrh
Sveti Štefan (Turje),cerkev
Sveti Štefan (Turje),cerkev
Hotel Polževo,koča
Hotel Polževo,koča
Semenič,vrh
Semenič,vrh
Dom na Bukovici,vrh
Dom na Bukovici,koča
Dom na Bukovici,vrh
Dom na Bukovici,koča
Hum nad Laškim,vrh
Hum nad Laškim,vrh
Trebni vrh,vrh
Trebni vrh,vrh
Stari grad Kamnik,vrh
Stari grad Kamnik,koča
Stari grad Kamnik,vrh
Stari grad Kamnik,koča
Mehovski hrib,vrh
Mehovski hrib,vrh
Hom nad Celjem,vrh
Hom nad Celjem,vrh
Grmadnik,vrh
Grmadnik,vrh
Rifnik,vrh
Rifnik,vrh
Resje nad Štorami,vrh
Resje nad Štorami,vrh
Lovski dom na Govcah,koča
Lovski dom na Govcah,koča
Lisec (Liška gora),vrh
Lisec (Liška gora),vrh
Lovski dom na Vrhtrebnjem,koča
Lovski dom na Vrhtrebnjem,cerkev
Lovski dom na Vrhtrebnjem,koča
Lovski dom na Vrhtrebnjem,cerkev
Španov vrh (Besnica),vrh
Španov vrh (Besnica),vrh
Pri knapu pod Babo,bivak
Pri knapu pod Babo,sedlo
Pri knapu pod Babo,bivak
Pri knapu pod Babo,sedlo
Smuk,vrh
Smuk,koča
Smuk,cerkev
Smuk,vrh
Smuk,koča
Smuk,cerkev
Zaplaz,vrh
Zaplaz,cerkev
Zaplaz,vrh
Zaplaz,cerkev
Gradiše (nad Štorami),vrh
Gradiše (nad Štorami),vrh
Kožljevec,vrh
Kožljevec,vrh
Vipota,vrh
Vipota,vrh
Debenji vrh,vrh
Debenji vrh,vrh
Sveta Trojica (nad Dobom),vrh
Sveta Trojica (nad Dobom),koča
Sveta Trojica (nad Dobom),cerkev
Sveta Trojica (nad Dobom),vrh
Sveta Trojica (nad Dobom),koča
Sveta Trojica (nad Dobom),cerkev
Svete gore,vrh
Svete gore,cerkev
Svete gore,vrh
Svete gore,cerkev
Kamčič,vrh
Kamčič,vrh
Sv. Peter (Olešče),cerkev
Sv. Peter (Olešče),cerkev
Ostri vrh (nad Globodolom),vrh
Ostri vrh (nad Globodolom),vrh
Strešni vrh (Svibno),vrh
Strešni vrh (Svibno),vrh
Grad Turjak,vrh
Grad Turjak,vrh
Sv. Križ (Retje),vrh
Sv. Križ (Retje),cerkev
Sv. Križ (Retje),vrh
Sv. Križ (Retje),cerkev
Turn (Sv. Janez Krstnik),vrh
Turn (Sv. Janez Krstnik),vrh
Sveti Mohor na Mohorjevem hribu,vrh
Sveti Mohor na Mohorjevem hribu,cerkev
Sveti Mohor na Mohorjevem hribu,vrh
Sveti Mohor na Mohorjevem hribu,cerkev
Lavričeva koča na Gradišču,vrh
Lavričeva koča na Gradišču,koča
Lavričeva koča na Gradišču,cerkev
Lavričeva koča na Gradišču,vrh
Lavričeva koča na Gradišču,koča
Lavričeva koča na Gradišču,cerkev
Sveti Lenart (Kandrše),vrh
Sveti Lenart (Kandrše),cerkev
Sveti Lenart (Kandrše),vrh
Sveti Lenart (Kandrše),cerkev
Grad Višnja Gora (Stari grad),vrh
Grad Višnja Gora (Stari grad),vrh
Magdalenska gora,vrh
Magdalenska gora,cerkev
Magdalenska gora,vrh
Magdalenska gora,cerkev
Kapelica pri Mariji pod Srebotnikom,cerkev
Kapelica pri Mariji pod Srebotnikom,cerkev
Ajdovščina nad Ihanom,vrh
Ajdovščina nad Ihanom,vrh
Tabor Cerovo,vrh
Tabor Cerovo,cerkev
Tabor Cerovo,vrh
Tabor Cerovo,cerkev
Sveti Mihael (Križate),cerkev
Sveti Mihael (Križate),cerkev
Rudniško jezero,koča
Rudniško jezero,jezero
Rudniško jezero,koča
Rudniško jezero,jezero
Špicberg,vrh
Špicberg,vrh
Gradiški grič,vrh
Gradiški grič,cerkev
Gradiški grič,vrh
Gradiški grič,cerkev
Grad Podsreda,cerkev
Grad Podsreda,cerkev
Oklo nad Ihanom,cerkev
Oklo nad Ihanom,cerkev
Sveti Primož in Felicijan nad Semičem,cerkev
Sveti Primož in Felicijan nad Semičem,cerkev
Vzletišče Peter (Straška gora),cerkev
Vzletišče Peter (Straška gora),cerkev
Orle,vrh
Orle,koča
Orle,vrh
Orle,koča
Planinski dom na Brnici,koča
Planinski dom na Brnici,koča
Lazarjev vrh,vrh
Lazarjev vrh,vrh
Mazovnik (Golovec),vrh
Mazovnik (Golovec),vrh
Sitarjevec,vrh
Sitarjevec,vrh
Sveti Peter (Selo pri Mirni),vrh
Sveti Peter (Selo pri Mirni),cerkev
Sveti Peter (Selo pri Mirni),vrh
Sveti Peter (Selo pri Mirni),cerkev
